2,300,3,2,0.500000,20,1000,2,0.001000,0.700000,0.228201
4,800,4,2,0.500000,20,1000,2,0.001000,2.000000,0.010561
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.070895
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.070895
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.070895
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.155203
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.155203
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.155203
4,800,4,2,0.500000,20,2000,2,0.001000,0.700000,0.155203
4,1200,4,2,0.500000,20,1000,2,0.001000,0.700000,0.182007
4,1600,4,2,0.500000,20,1000,2,0.001000,0.700000,0.175940
4,1600,4,2,0.500000,20,10000,2,0.001000,0.700000,0.175940
