-0.019119 10.650256 10.548201 7.981494 17.192663 11.805116 15.753496 8.174960 4.868721 15.820938 12.095165 12.235747 9.719463 11.791851 16.363827 8.932442 12.184601 12.942667 4.701238 14.847292 
-0.586947 10.219211 10.047002 11.088030 9.589371 8.229960 7.975596 10.157611 2.867668 10.799850 7.408546 11.620729 11.678696 8.766040 5.708756 15.447016 8.983925 5.345865 9.733443 6.232173 
0.416112 6.716761 16.461425 13.382825 9.764291 8.321712 11.197711 9.691791 13.106893 5.323688 14.736160 15.897189 6.150561 2.619293 7.642776 11.110991 7.822353 12.885054 6.737369 14.446667 
-0.613252 11.891464 10.831970 9.032136 9.941926 12.924862 2.745127 9.792465 9.958333 11.797989 5.879211 10.843269 9.077943 9.992827 16.328032 5.690035 11.791783 7.159711 13.177714 10.391164 
-0.734393 13.413940 19.167548 7.167119 8.099995 8.083719 15.556797 9.696541 5.180891 6.133118 9.048691 12.424245 9.757225 17.179829 6.575303 9.646755 2.569717 9.854773 6.632740 14.062260 
-1.068666 9.563315 18.982324 12.884438 10.470550 5.167475 20.181495 12.812683 13.725588 18.420667 13.440379 8.612539 9.280523 10.322830 4.405933 10.734842 10.269379 4.096930 12.800297 12.593175 
0.982014 16.429783 9.975219 12.737195 9.223930 16.516018 13.659604 6.952585 7.756436 9.573518 13.333628 12.266355 9.997848 8.785321 3.399968 2.833267 12.602996 13.658660 12.115479 9.838464 
0.825249 6.619561 15.123944 13.720867 18.244385 10.886496 0.542185 6.343891 20.865706 9.707973 12.985692 10.206946 4.583470 7.771915 1.318418 9.191902 0.252334 8.813133 15.207591 7.942465 
-1.093068 12.414471 7.880444 7.039603 14.600310 7.681533 7.597518 7.718067 15.171179 8.289513 7.093345 12.056642 1.904145 9.519987 9.437757 8.617455 7.569476 9.744669 -1.382517 10.122559 
0.187978 6.742115 10.512924 13.353156 10.613691 13.281469 4.452015 11.079689 10.964036 9.534930 8.003651 7.395152 7.135082 2.517843 10.955957 8.621700 12.638204 6.829097 11.873405 17.656282 
-1.621888 15.982414 9.871501 2.676119 10.755522 3.423108 13.068041 7.696110 14.995897 12.415474 8.810800 18.337762 8.679671 12.874696 14.790283 5.678010 11.298890 6.984574 6.542377 12.386064 
0.578573 8.191452 7.674216 7.410678 13.204793 6.940259 7.998167 9.727247 15.508250 14.527338 7.014984 5.601299 6.677321 8.186836 9.278178 10.502159 6.889657 8.059402 1.034838 3.356921 
-2.154863 3.058857 12.751528 11.109966 5.955235 8.309950 14.815899 8.878641 11.099336 14.829793 7.962840 10.594877 9.112476 10.496662 7.581232 8.609469 11.131365 9.203766 9.243570 9.585121 
0.548522 12.515672 5.989739 4.725483 11.978697 7.403486 8.257713 12.251341 9.980006 12.614163 11.447556 7.911068 5.742489 12.002705 0.971323 9.574616 6.484549 7.730524 12.803273 6.174028 
-1.716641 10.721338 8.591630 5.835189 6.050788 16.716071 9.018752 8.577842 14.461314 10.492507 14.059765 10.337385 9.473179 8.434135 12.263643 15.137435 12.635884 8.418275 1.984076 13.655701 
-2.448017 10.557511 12.072111 3.809959 9.419099 12.228109 3.752013 9.100173 6.491981 10.653666 1.859837 18.390405 11.674004 14.433458 15.843766 10.396127 15.233069 14.031364 11.756417 11.879870 
-1.612312 16.151837 17.456271 6.695866 12.610944 15.767505 8.744027 10.445373 9.028999 12.068250 8.831671 8.166323 9.089948 12.597724 4.257400 3.290781 12.497821 5.975841 7.278967 12.952106 
1.034992 2.612008 10.320103 12.843684 7.055773 17.775697 7.095347 4.173645 14.590774 10.036002 14.005491 8.454946 9.153588 3.460757 9.307246 10.752377 3.821444 6.994576 4.464154 14.286937 
-0.074512 5.303424 3.017653 7.963621 8.146724 11.566893 11.848930 5.221520 10.787543 11.749279 13.441304 12.010240 9.632232 10.279642 13.782720 9.614689 7.176468 4.134899 20.770294 12.134333 
2.096335 13.509167 9.601896 7.133663 18.618122 8.414389 19.255502 6.810986 8.571402 8.494420 8.761928 10.544256 10.791346 14.181681 11.914736 17.746899 9.687510 11.007810 17.268916 5.380776 
0.851081 2.146697 9.904055 8.383096 12.480465 5.376383 11.269253 7.973616 15.578999 7.911637 15.005556 18.441398 3.803191 17.353939 9.560331 9.889594 16.614751 14.003935 15.820352 13.584437 
-1.857954 6.816730 9.235629 13.395204 10.245022 6.527821 2.344866 11.523051 4.340276 10.500879 9.162154 6.536848 13.278691 5.907216 17.768608 6.101700 9.557503 14.029536 6.464175 9.758311 
1.420292 16.168890 4.685566 14.064918 12.062367 15.112196 11.305930 9.516347 10.358827 15.194228 7.499428 4.155580 8.089058 14.477899 15.084613 14.679368 2.608978 9.002335 17.299736 19.030232 
0.594280 10.944267 9.520190 6.443165 13.592405 12.221126 10.999651 14.009095 6.820431 11.567093 7.949407 13.732125 9.048856 11.500527 13.214169 13.871119 10.840844 13.708461 10.465214 9.585539 
-0.090572 14.934720 10.397240 12.920872 11.379077 2.182496 6.854552 9.473463 14.188285 19.409201 4.230332 11.678245 6.121981 16.432484 7.880500 17.224855 4.758973 4.812115 9.229829 11.617511 
-0.484546 16.017039 14.921568 12.978586 11.210146 12.214591 12.859441 8.696468 12.970889 14.592900 6.470973 6.027665 10.435049 8.032684 2.916533 13.863420 13.330885 1.774815 15.037479 14.631690 
1.195998 6.642777 14.522042 11.653022 10.437675 9.717741 9.595265 11.788942 5.339700 10.800082 9.534003 12.933058 15.656530 1.310884 16.115420 8.578304 0.995141 8.262606 12.178099 6.385012 
-0.485128 11.242952 8.806210 10.995566 11.686679 5.785389 13.237854 5.016586 3.423305 -2.508668 15.041743 12.839892 8.347140 11.333277 8.806566 1.430252 6.075655 8.551394 8.119537 4.391380 
0.937278 10.142846 12.398837 10.908688 12.195430 12.033862 7.888133 13.379095 3.873373 13.778946 13.472269 2.629975 11.079198 7.737373 8.346282 8.152802 7.728887 4.281667 8.743455 3.230736 
1.423370 11.637240 6.560490 10.905763 14.674083 5.982478 10.957926 19.003426 6.769161 9.675292 8.842004 9.186778 10.947780 14.988263 1.875208 11.874257 12.512989 12.538424 13.297174 10.278998 
0.355905 9.612133 11.064899 7.082602 11.569163 6.396071 9.880165 14.957915 10.918251 10.261178 18.180804 20.078495 6.420482 10.228683 6.368068 16.111728 9.539678 8.943346 10.506915 16.279797 
-0.762997 1.147113 9.422228 6.257536 10.415894 14.994358 12.967502 11.348561 17.419650 10.340071 9.830608 9.003143 0.789992 17.491324 11.090996 10.120246 10.175495 7.502618 6.181256 8.943738 
1.050415 14.103024 20.071021 4.375339 5.471722 6.355220 11.441844 6.802903 6.812062 7.831563 9.841884 4.542399 7.054526 9.843247 8.459583 8.299760 11.622058 12.135062 4.523029 15.001990 
-0.296137 10.314491 15.622560 3.223139 15.142833 6.243753 11.178253 3.353249 8.673406 11.261115 2.734490 6.423413 1.351530 8.079970 12.640999 7.089582 5.649345 11.606556 5.261530 6.253288 
0.045465 -0.239591 7.929665 4.157513 3.860045 16.589960 8.441679 6.612202 2.822761 14.597690 7.182898 12.099787 3.118952 4.862210 7.849496 10.292361 9.786329 8.470679 19.096336 8.042709 
1.321269 12.954396 14.966716 14.205618 9.503276 7.741941 15.137420 13.019555 7.436799 13.731659 11.916567 7.673795 11.054256 7.441820 9.045046 7.737336 9.471208 7.673693 7.699137 10.235405 
0.381761 17.195647 8.401105 6.474056 2.504659 10.597264 12.649993 1.196667 8.381339 5.786196 3.713242 4.136895 10.917521 14.224971 11.878958 7.778747 14.370804 1.779083 6.938084 10.886116 
-0.834221 4.481658 17.628887 15.380633 7.651090 15.019043 11.070215 15.990335 11.810902 8.380843 13.721345 11.690849 12.335245 7.793692 6.789956 14.583692 0.247421 20.023170 14.440843 14.256741 
-0.095480 7.760585 7.312287 14.155600 11.461775 15.688932 6.474203 14.834970 11.211013 6.204437 17.768340 15.436764 10.060483 6.291245 15.925269 5.839257 5.599802 10.990262 10.535984 12.035012 
-0.897445 8.183037 7.273545 16.060331 9.736276 9.784857 15.175975 15.569488 4.164886 7.475942 10.666552 10.252135 11.133558 11.311359 15.364531 6.982167 4.107051 0.539076 11.074871 6.367285 
0.407782 12.667867 8.487199 13.046575 10.612165 13.283681 7.139321 14.946874 2.314829 3.896193 6.160465 20.615620 5.335243 12.971934 11.001925 12.785686 12.462239 12.506064 14.236984 7.905422 
0.250457 8.140242 5.324300 9.575580 11.599756 11.629732 2.634144 9.013590 0.644602 10.816931 9.168053 11.286140 11.939720 10.410249 9.201014 15.368803 10.467933 9.341063 10.837143 6.902089 
0.561766 6.243519 13.615222 7.702365 8.752206 17.878324 11.678494 9.044883 2.169916 17.402393 6.418545 13.364158 8.333894 15.158367 9.668950 4.948559 14.674443 13.608127 8.580062 3.781641 
-0.193327 11.008874 14.226495 11.938608 12.740092 6.925433 6.403310 11.576716 10.990281 6.177376 3.851509 2.256740 11.168217 -1.847890 13.972620 14.731438 7.982539 7.959734 10.095253 10.493912 
-1.480408 4.140536 12.451069 6.746207 10.491302 3.246841 21.655307 7.569139 10.525884 1.774907 13.607565 7.949448 9.734680 1.503611 8.698599 12.551603 14.561081 9.077636 6.195857 11.860361 
-0.829161 9.487852 6.480987 12.093361 5.748306 13.139003 11.862524 6.880773 7.009571 12.815426 7.353978 2.917199 13.006474 3.817930 12.226044 18.770448 8.128172 12.725809 10.457074 6.058713 
0.129110 10.469234 13.419649 10.041258 5.158522 7.129773 8.734229 10.451819 16.252458 12.154742 11.495646 13.482031 14.356376 12.103311 11.228041 19.428842 17.099860 4.676240 5.268481 17.386590 
