1,250,5,2,0.500000,20,1000,2,0.001000,0.700000,0,0,0.019676
3,1000,5,2,0.500000,20,1000,2,0.001000,0.700000,7.120241
3,1000,5,2,0.500000,20,100,2,0.001000,0.700000,0.487460
3,1000,5,2,0.500000,20,100,2,0.001000,0.720000,0.664209
3,1000,5,2,0.500000,20,1000,2,0.001000,0.700000,0.491735
3,1000,5,2,0.500000,20,1000,2,0.001000,0.500000,0.453576
3,1000,5,2,0.500000,20,2000,2,0.001000,0.700000,1.160683
3,1000,5,2,0.500000,20,2000,2,0.001000,0.500000,0.508385
3,1000,5,2,0.500000,20,3000,2,0.001000,0.500000,0.508385
3,1000,5,2,0.500000,20,500,2,0.001000,0.500000,0.854814
3,1000,5,2,0.500000,20,1000,2,0.001000,0.500000,0.508385
3,1000,5,2,0.500000,20,1000,3,0.001000,0.500000,0.351283
3,1000,5,2,0.500000,20,1000,3,0.001000,0.500000,0.351283
3,1000,5,2,0.500000,20,1000,3,0.001000,0.833947,0.752307
3,1000,5,2,0.500000,20,10000,2,0.001000,0.999901,0.471030
3,250,5,2,0.500000,20,1000,3,0.001000,0.700000,0.168625
3,250,5,2,0.500000,20,1000,2,0.001000,0.500000,0.121210
3,250,5,2,0.500000,20,1000,1,0.001000,0.500000,0.594724
3,250,5,2,0.500000,20,1000,1,0.001000,0.700000,0.251223
3,250,5,2,0.500000,20,1000,1,0.001000,0.700000,0.251223
3,250,5,2,0.500000,20,1000,3,0.001000,0.700000,0.143209
3,250,5,2,0.500000,20,1000,3,0.001000,0.700000,0.145009
3,250,5,2,0.500000,20,1000,2,0.001000,0.700000,0.144760
3,250,5,2,0.500000,20,1000,2,0.001000,0.661797,0.144758
3,250,5,2,0.500000,20,1000,2,0.000100,0.598830,0.145004
3,250,5,2,0.500000,20,10000,2,0.063820,0.581472,0.144745
3,250,5,2,0.500000,20,20000,3,0.008849,0.670393,0.144745
2,600,3,2,0.500000,20,1000,3,0.001000,0.700000,0.150556
1,500,5,2,0.500000,20,1000,2,0.001000,0.700000,0.020784
1,500,5,2,0.500000,20,1000,3,0.001000,0.700000,0.020989
1,2000,5,2,0.500000,20,1000,2,0.001000,0.700000,0.902988
1,2000,5,2,0.500000,20,1000,2,0.001000,0.700000,0.902988
2,300,3,2,0.500000,20,1000,2,0.001000,0.700000,0.228033
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.009624
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.009624
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.009624
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.077820
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.077820
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.077820
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.077820
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.155201
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.155201
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.155201
4,800,4,2,0.500000,20,2000,2,0.001000,0.700000,0.155201
4,1200,4,2,0.500000,20,1000,2,0.001000,0.700000,0.181843
4,1600,4,2,0.500000,20,1000,2,0.001000,0.700000,0.182386
4,1600,4,2,0.500000,20,10000,2,0.001000,0.700000,0.181185
4,1600,4,2,0.500000,20,1000,2,0.001000,0.700000,0.089589
4,1600,4,2,0.500000,20,5000,2,0.001000,0.700000,0.089643
4,1600,4,2,0.500000,20,250,2,0.001000,0.700000,0.089643
4,1600,4,2,0.500000,20,500,3,0.001000,0.700000,0.089690
4,1600,4,2,0.500000,20,500,2,0.001000,0.700000,0.089643
2,1600,4,2,0.500000,20,1000,2,0.001000,0.700000,0.089643
4,3200,4,2,0.500000,20,2000,2,0.001000,0.700000,0.223390
4,3200,4,2,0.500000,20,2000,2,0.001000,0.700000,0.223390
4,3200,4,2,0.500000,20,2000,2,0.001000,0.700000,0.223390
4,5000,4,2,0.500000,20,250,2,0.001000,0.700000,0.189208
1,2000,4,2,0.500000,20,500,2,0.001000,0.700000,0.284063
1,2000,5,2,0.500000,20,500,2,0.001000,0.700000,0.913234
1,2000,5,2,0.500000,20,2000,2,0.001000,0.700000,0.912018
1,250,5,2,0.500000,20,1000,2,0.001000,0.700000,0.145667
2,1000,5,2,0.500000,20,1000,2,0.001000,0.700000,0.487960
2,300,3,2,0.500000,20,1000,2,0.001000,0.700000,0.227367
2,1000,3,2,0.500000,20,1000,2,0.001000,0.700000,0.130626
1,250,5,10,0.500000,20,500,2,0.001000,0.700000,0.869241
1,250,5,10,0.500000,20,1000,2,0.001000,0.700000,0.869184
4,800,4,2,0.500000,20,1000,2,0.001000,0.700000,0.077496
4,1600,4,2,0.500000,20,1000,2,0.001000,0.700000,0.089643
0,5000,15,2,0.500000,20,1000,2,0.001000,0.700000,4.076575
0,3200,4,2,0.500000,20,200,2,0.001000,0.700000,0.139704
4,3200,4,2,0.500000,100,200,2,0.001000,0.700000,0.233217
4,3200,4,2,0.500000,100,200,2,0.001000,0.700000,0.233217
4,1600,4,2,0.500000,100,100,2,0.001000,0.700000,9.494127
