-0.019119 10.650256 10.548201 
-0.504627 17.192663 11.805116 
1.438374 8.174960 4.868721 
1.455235 12.095165 12.235747 
-0.070134 11.791851 16.363827 
-0.266890 12.184601 12.942667 
-1.324691 14.847292 7.652210 
0.054803 10.047002 11.088030 
-0.102657 8.229960 7.975596 
0.039403 2.867668 10.799850 
-0.647863 11.620729 11.678696 
-0.308490 5.708756 15.447016 
-0.254019 5.345865 9.733443 
-0.941957 11.664447 6.716761 
1.615356 13.382825 9.764291 
-0.419572 11.197711 9.691791 
0.776723 5.323688 14.736160 
1.474297 6.150561 2.619293 
-0.589306 11.110991 7.822353 
0.721263 6.737369 14.446667 
-0.613252 11.891464 10.831970 
-0.241966 9.941926 12.924862 
-1.813718 9.792465 9.958333 
0.449497 5.879211 10.843269 
-0.230514 9.992827 16.328032 
-1.077491 11.791783 7.159711 
0.794428 10.391164 7.062427 
0.853485 19.167548 7.167119 
-0.475001 8.083719 15.556797 
-0.075865 5.180891 6.133118 
-0.237827 12.424245 9.757225 
1.794957 6.575303 9.646755 
-1.857571 9.854773 6.632740 
1.015565 5.725335 9.563315 
2.245581 12.884438 10.470550 
-1.208131 20.181495 12.812683 
0.931397 18.420667 13.440379 
-0.346865 9.280523 10.322830 
-1.398517 10.734842 10.269379 
-1.475767 12.800297 12.593175 
0.982014 16.429783 9.975219 
0.684299 9.223930 16.516018 
0.914901 6.952585 7.756436 
-0.106620 13.333628 12.266355 
-0.000538 8.785321 3.399968 
-1.791683 12.602996 13.658660 
0.528870 9.838464 13.300997 
-0.845110 15.123944 13.720867 
2.061096 10.886496 0.542185 
-0.914027 20.865706 9.707973 
0.746423 10.206946 4.583470 
-0.557021 1.318418 9.191902 
-2.436917 8.813133 15.207591 
-0.514384 5.627728 12.414471 
-0.529889 7.039603 14.600310 
-0.579617 7.597518 7.718067 
1.292795 8.289513 7.093345 
0.514161 1.904145 9.519987 
-0.140561 8.617455 7.569476 
-0.063833 -1.382517 10.122559 
0.187978 6.742115 10.512924 
0.838289 10.613691 13.281469 
-1.386996 11.079689 10.964036 
-0.116268 8.003651 7.395152 
-0.716229 2.517843 10.955957 
-0.344575 12.638204 6.829097 
0.468351 17.656282 3.512447 
1.495603 9.871501 2.676119 
0.188881 3.423108 13.068041 
-0.575972 14.995897 12.415474 
-0.297300 18.337762 8.679671 
0.718674 14.790283 5.678010 
0.324722 6.984574 6.542377 
0.596516 12.314292 8.191452 
-0.581446 7.410678 13.204793 
-0.764935 7.998167 9.727247 
1.377063 14.527338 7.014984 
-1.099675 6.677321 8.186836 
-0.180456 10.502159 6.889657 
-0.485150 1.034838 3.356921 
-2.154863 3.058857 12.751528 
0.277491 5.955235 8.309950 
1.203975 8.878641 11.099336 
1.207448 7.962840 10.594877 
-0.221881 10.496662 7.581232 
-0.347633 11.131365 9.203766 
-0.189107 9.585121 12.194086 
0.628918 5.989739 4.725483 
