-0.019119 10.650256 10.548201 7.981494 17.192663 11.805116 15.753496 8.174960 4.868721 15.820938 
0.523791 12.235747 9.719463 11.791851 16.363827 8.932442 12.184601 12.942667 4.701238 14.847292 
-0.586947 10.219211 10.047002 11.088030 9.589371 8.229960 7.975596 10.157611 2.867668 10.799850 
-0.647863 11.620729 11.678696 8.766040 5.708756 15.447016 8.983925 5.345865 9.733443 6.232173 
0.416112 6.716761 16.461425 13.382825 9.764291 8.321712 11.197711 9.691791 13.106893 5.323688 
1.184040 15.897189 6.150561 2.619293 7.642776 11.110991 7.822353 12.885054 6.737369 14.446667 
-0.613252 11.891464 10.831970 9.032136 9.941926 12.924862 2.745127 9.792465 9.958333 11.797989 
-1.030197 10.843269 9.077943 9.992827 16.328032 5.690035 11.791783 7.159711 13.177714 10.391164 
-0.734393 13.413940 19.167548 7.167119 8.099995 8.083719 15.556797 9.696541 5.180891 6.133118 
-0.237827 12.424245 9.757225 17.179829 6.575303 9.646755 2.569717 9.854773 6.632740 14.062260 
-1.068666 9.563315 18.982324 12.884438 10.470550 5.167475 20.181495 12.812683 13.725588 18.420667 
0.860095 8.612539 9.280523 10.322830 4.405933 10.734842 10.269379 4.096930 12.800297 12.593175 
0.982014 16.429783 9.975219 12.737195 9.223930 16.516018 13.659604 6.952585 7.756436 9.573518 
0.833407 12.266355 9.997848 8.785321 3.399968 2.833267 12.602996 13.658660 12.115479 9.838464 
0.825249 6.619561 15.123944 13.720867 18.244385 10.886496 0.542185 6.343891 20.865706 9.707973 
0.746423 10.206946 4.583470 7.771915 1.318418 9.191902 0.252334 8.813133 15.207591 7.942465 
-1.093068 12.414471 7.880444 7.039603 14.600310 7.681533 7.597518 7.718067 15.171179 8.289513 
-0.726664 12.056642 1.904145 9.519987 9.437757 8.617455 7.569476 9.744669 -1.382517 10.122559 
0.187978 6.742115 10.512924 13.353156 10.613691 13.281469 4.452015 11.079689 10.964036 9.534930 
-0.499087 7.395152 7.135082 2.517843 10.955957 8.621700 12.638204 6.829097 11.873405 17.656282 
-1.621888 15.982414 9.871501 2.676119 10.755522 3.423108 13.068041 7.696110 14.995897 12.415474 
-0.297300 18.337762 8.679671 12.874696 14.790283 5.678010 11.298890 6.984574 6.542377 12.386064 
0.578573 8.191452 7.674216 7.410678 13.204793 6.940259 7.998167 9.727247 15.508250 14.527338 
-0.746254 5.601299 6.677321 8.186836 9.278178 10.502159 6.889657 8.059402 1.034838 3.356921 
-2.154863 3.058857 12.751528 11.109966 5.955235 8.309950 14.815899 8.878641 11.099336 14.829793 
-0.509290 10.594877 9.112476 10.496662 7.581232 8.609469 11.131365 9.203766 9.243570 9.585121 
0.548522 12.515672 5.989739 4.725483 11.978697 7.403486 8.257713 12.251341 9.980006 12.614163 
0.361889 7.911068 5.742489 12.002705 0.971323 9.574616 6.484549 7.730524 12.803273 6.174028 
-1.716641 10.721338 8.591630 5.835189 6.050788 16.716071 9.018752 8.577842 14.461314 10.492507 
1.014941 10.337385 9.473179 8.434135 12.263643 15.137435 12.635884 8.418275 1.984076 13.655701 
-2.448017 10.557511 12.072111 3.809959 9.419099 12.228109 3.752013 9.100173 6.491981 10.653666 
-2.035041 18.390405 11.674004 14.433458 15.843766 10.396127 15.233069 14.031364 11.756417 11.879870 
-1.612312 16.151837 17.456271 6.695866 12.610944 15.767505 8.744027 10.445373 9.028999 12.068250 
-0.292082 8.166323 9.089948 12.597724 4.257400 3.290781 12.497821 5.975841 7.278967 12.952106 
1.034992 2.612008 10.320103 12.843684 7.055773 17.775697 7.095347 4.173645 14.590774 10.036002 
1.001373 8.454946 9.153588 3.460757 9.307246 10.752377 3.821444 6.994576 4.464154 14.286937 
-0.074512 5.303424 3.017653 7.963621 8.146724 11.566893 11.848930 5.221520 10.787543 11.749279 
0.860326 12.010240 9.632232 10.279642 13.782720 9.614689 7.176468 4.134899 20.770294 12.134333 
2.096335 13.509167 9.601896 7.133663 18.618122 8.414389 19.255502 6.810986 8.571402 8.494420 
-0.309518 10.544256 10.791346 14.181681 11.914736 17.746899 9.687510 11.007810 17.268916 5.380776 
0.851081 2.146697 9.904055 8.383096 12.480465 5.376383 11.269253 7.973616 15.578999 7.911637 
