1.070215 2.419121 
2.278385 2.337951 
-1.018884 0.322557 
-0.830287 2.541006 
1.611575 -1.094424 
2.256398 3.330813 
-1.128716 5.133314 
2.018383 3.227412 
1.435326 0.124435 
4.341973 2.419558 
2.282610 4.101964 
0.093485 3.141468 
6.383455 3.943682 
0.116324 1.438547 
6.650128 4.306525 
5.329901 2.537559 
-1.150834 2.180206 
0.857138 4.180163 
4.338931 1.862538 
1.771679 0.850800 
2.871575 3.868745 
1.408030 4.691844 
0.877573 1.493469 
3.156092 4.277262 
3.073908 3.476799 
2.514510 2.560140 
4.869440 0.283816 
1.620525 1.509743 
2.379578 1.399540 
0.125724 5.139840 
4.993776 2.155896 
2.321776 0.706800 
0.970281 2.347990 
2.072749 1.565771 
3.099214 1.882269 
6.335531 -2.810513 
2.232546 1.853778 
3.796294 2.115612 
4.881559 4.015806 
3.296736 3.054552 
2.073960 4.662767 
2.002030 2.680874 
2.125183 2.946259 
7.863603 2.864982 
-0.960209 2.361788 
-0.708163 0.002653 
3.403290 2.103122 
5.081458 3.507347 
0.948650 1.928637 
3.077711 2.507533 
1.984149 2.896889 
14.199946 17.832475 
16.859066 16.022825 
16.251526 15.311852 
16.347316 12.941846 
13.985422 18.281456 
12.941962 17.229429 
13.950484 15.354933 
17.700456 18.581759 
13.622990 16.122062 
14.238518 15.182067 
16.677716 17.885654 
15.115708 14.847262 
17.161804 14.611013 
15.251023 16.458588 
15.676435 15.915757 
17.913543 18.354108 
17.443459 13.296096 
14.251247 15.565422 
15.659639 17.101195 
16.354992 15.396870 
12.631733 16.507528 
15.539402 14.386644 
16.420487 16.592285 
16.313724 14.701760 
18.575771 16.611516 
13.904358 15.429588 
14.922295 17.444151 
15.395808 14.512518 
17.024057 13.990996 
15.808557 16.650937 
17.707413 13.455354 
18.728922 15.369192 
16.495542 14.794865 
14.521129 15.888575 
19.490480 13.459467 
15.322496 18.498208 
18.390198 15.798666 
16.135107 17.319255 
15.297579 16.600787 
14.066462 15.037980 
14.456628 14.976861 
15.815982 16.610190 
18.666310 16.213352 
18.352795 15.805273 
11.339604 15.913700 
12.518679 16.894315 
12.815328 14.294078 
16.880950 20.599303 
16.481924 14.394599 
12.511501 13.944759 
30.682192 34.361318 
33.175445 30.036523 
30.387969 33.639401 
35.750292 32.385341 
32.370769 31.686992 
34.070623 33.158451 
33.778695 32.581887 
32.996984 32.555896 
29.262207 30.081919 
31.732710 29.082987 
29.220136 29.421106 
33.264616 34.159907 
29.946714 31.756534 
30.065977 33.906975 
32.637043 31.356202 
33.868701 33.248439 
30.775937 30.139567 
31.445950 31.417670 
35.793726 30.154823 
29.316511 30.462834 
39.365222 31.776205 
33.150072 29.992619 
33.303571 31.285968 
32.385375 28.153185 
31.448339 32.324635 
31.256554 30.986479 
33.417778 35.056340 
33.993967 29.754464 
32.217534 30.936936 
33.831719 31.671241 
31.121827 32.111060 
32.397196 29.408576 
33.224013 32.895242 
31.466135 29.970421 
30.760795 33.326541 
34.046088 30.324833 
30.794818 27.829101 
34.212882 31.040360 
30.187928 28.635214 
29.213109 30.849382 
32.812276 30.036619 
34.431130 36.253228 
30.454661 32.654159 
33.704081 30.483062 
33.517010 32.591047 
32.098428 29.114973 
28.549713 31.372682 
32.970833 28.445801 
32.145356 31.957374 
33.437353 29.570877 
61.973531 64.705552 
62.449704 65.595721 
61.232072 64.829464 
64.884023 62.439998 
62.546115 59.583628 
64.099198 60.867118 
69.441882 64.261397 
64.893772 60.452284 
64.671997 65.848966 
62.972430 63.332974 
63.986333 63.649152 
64.476144 63.231850 
65.446358 63.258714 
65.101478 64.865189 
64.571541 64.658014 
66.787424 62.520447 
64.678401 65.783738 
61.270047 63.309985 
66.862755 64.776473 
59.283204 64.027277 
66.872743 58.892281 
62.114321 63.208146 
63.414608 66.787386 
64.479404 63.297475 
63.654199 63.552567 
64.485950 65.936332 
66.354021 66.202458 
65.922076 64.911443 
68.281326 63.892274 
65.007716 61.950434 
65.141826 62.030509 
64.246220 61.820249 
66.214162 63.566649 
60.479186 63.049540 
62.924399 63.695833 
63.164827 64.202924 
62.665717 67.232252 
63.088793 62.514719 
65.307794 63.869758 
59.445631 63.260856 
64.975084 63.951839 
62.138290 68.944292 
57.519642 63.187437 
62.741928 66.174238 
60.379885 64.769067 
64.143643 62.736390 
68.233909 64.536565 
64.111467 65.417551 
63.822253 65.360478 
